"source","left_context","verb","right_context","korpus","gender","verbform","verbform_factor","korpus_factor","gender_factor"
"Ostrov poslušnosti","? “ dožadoval se Simon odpovědi . „ Ano ,","děkuji","vám , “ řekla Natalie a úmyslně vložila do hlasu","written","f","i","i","written","f"
"Ostrov poslušnosti","příštího rána vešla do kanceláře . „ Docela ušel ,","děkuju",", “ odvětila Natalie po nepatrném zaváhání . „ Mělas","written","f","u","u","written","f"
"Ostrov poslušnosti",". Měla jste příjemnou cestu ? “ „ Ano ,","děkuju","za optání . Dostanu stejný pokoj jako posledně ? “","written","f","u","u","written","f"
"Drahý příteli","se jedná o rukopis . V tom případě Vám tímto","děkuji","za důvěru , kterou mi prokazujete , ale musím Vás","written","f","i","i","written","f"
"Drahý příteli","Komu : Pierre - Marie Sotto Vážený pane Sotto ,","děkuji",", že jste se namáhal napsat mi ihned po návratu","written","f","i","i","written","f"
"Drahý příteli","považovala byste to za dobrou zprávu , za to Vám","děkuji",". Ale bohužel , obávám se , že na to","written","f","i","i","written","f"
"Drahý příteli",". Proto , ať už dopadne naše korespondence jakkoli ,","děkuji","Vám , drahá a nastydlá dámo ze Sarthe . Ano","written","f","i","i","written","f"
"Drahý příteli","že naše korespondence má cenu i ve Vašich očích (","děkuji",") ! Z našich vlastních úkrytů – ten Váš páchne","written","f","i","i","written","f"
"Drahý příteli","mám odvahu to napsat ! PPS : Předem Vám mnohokrát","děkuju","za zaslání Melodie za soumraku s věnováním ! 15 .","written","f","u","u","written","f"
"Drahý příteli","v mé schránce na dopisy , vrhla . Děkuju ,","děkuju",", děkuju ! Musím nicméně říct , že z věnování","written","f","u","u","written","f"
"Drahý příteli","schránce na dopisy , vrhla . Děkuju , děkuju ,","děkuju","! Musím nicméně říct , že z věnování jsem úplně","written","f","u","u","written","f"
"Drahý příteli",", nebo na počítači ? ) Za potvrzení data narození","děkuji",". „ Boží Dar “ je pro umělce skvělé místo","written","f","i","i","written","f"
"Drahý příteli","Pierre - Marie Sotto Drahý pane Sotto , nesmírně Vám","děkuji",", že jste dovolil Josy , aby mi dala Vaši","written","f","i","i","written","f"
"Drahý příteli",": Lisbeth P . Destivelová Dobrý večer , Lisbeth ,","děkuji","za Váš tolik nadšený dopis . Zároveň děkuji , že","written","f","i","i","written","f"
"Drahý příteli","Lisbeth , děkuji za Váš tolik nadšený dopis . Zároveň","děkuji",", že jste mne od našeho společného setkání v Bandol","written","f","i","i","written","f"
"Drahý příteli","den , Pierre - Marie , v první řadě Vám","děkuji","za tak rychlou odpověď . Abych pravdu řekla , jsem","written","f","i","i","written","f"
"Drahý příteli","odpovědět . Jdu na to . A vlastně , mnohokrát","děkuji",", drahá konzultantko . Kolik Vám dlužím ? Pierre -","written","f","i","i","written","f"
"Drahý příteli","- Marie Sotto Velmi drahý Pierre - Marie , moc","děkuju","za Vaše zprávy ! Můj dvůr je plný znovunalezených kuřat","written","f","u","u","written","f"
"Drahý příteli","že mi na oplátku sdělíte svoje . Ještě jednou Vám","děkuji",", že jste přijal mou nabídku ! Na brzkou shledanou","written","f","i","i","written","f"
"Drahý příteli",". Drahý Olivere , všechny tam ode mne pozdravuj a","děkuji","ti , že na mne z dálky dohlížíš , dojímá","written","f","i","i","written","f"
"Drahý příteli","Ona je taková docela zvláštní , ne ? Ještě jednou","děkuji","za Klášter , byla jsi úžasná . Obejmi za mne","written","f","i","i","written","f"
"Drahý příteli","mužem je , nemůže po takových prostocvicích jen tak říci","děkuji",", na shledanou , a zmizet . Tady se všechno","written","f","i","i","written","f"
"Drahý příteli","už ti Josy řekne cokoli , já za sebe ti","děkuju",", že jsi tady do toho šlápnul . Posílám ti","written","f","u","u","written","f"
"Drahý příteli","procedur v Néris - les - Bains . Takže ti","děkuji","! S tebou je příjemné , že mám pocit ,","written","f","i","i","written","f"
"Drahý příteli",": Pierre - Marie Sotto Komu : Gloria Glorie ,","děkuji","za tvou ohleduplnost . Připomínáš mi zdravotní sestry , které","written","f","i","i","written","f"
"Drahý příteli","Pierre - Marie Sotto Komu : Adeline Parmelanová Adeline ,","děkuji","! Ptáte se , za co Vám chci děkovat ?","written","f","i","i","written","f"
"Drahý příteli","mluvím a směji se . Takže je to tak :","děkuji",". Zbavila jste mne závaží , vytáhla jste mi z","written","f","i","i","written","f"
"Ledař","rukopis . Barbaře , Merrick , Chris a Dwaynovi Kuklinským","děkuji","za laskavost a za to , že na mé otázky","written","f","i","i","written","f"
"Ledař","slova je zastřelil . „ Děkuju vám , pane ,","děkuju","! “ zavzlykal chlapec , natáhl si kalhoty a utřel","written","f","u","u","written","f"
"Ledař","i Caspera . „ To je od tebe hezké ,","děkuju",". “ Richard se v životě žádné dívce nedvořil ,","written","f","u","u","written","f"
"Zrzka se odhaluje","ať se usadím “ . Hrozně moc ti za to","děkuju",". PODĚKOVÁNÍ Mé inspirativní rodině – díky za povzbuzení a","written","f","u","u","written","f"
"Zrzka se odhaluje","za deset let ještě budeš stát . Za to ti","děkuju",". “ Zasmál se a já jsem se pod přikrývkou","written","f","u","u","written","f"
"Zrzka se odhaluje","do hudby . „ Tohle je neuvěřitelný . Moc ti","děkuju",", “ zašeptal , opatrně odložil kytaru vedle sebe a","written","f","u","u","written","f"
"Na první pohled",", že vás tu máme . “ „ Ach ,","děkuji",". “ „ Toto je paní Rigodinová , místní novinářka","written","f","i","i","written","f"
"Na první pohled","„ Tak , a je to , hotovo . Mockrát","děkuji",", Scarlett , a omlouváme se za vyrušení , však","written","f","i","i","written","f"
"Na první pohled","slova : Byl jsem s tebou šťastný , mami ,","děkuju",". Můžeš prosím vyřídit Noiye , až ji uvidíš ,","written","f","u","u","written","f"
"Na první pohled","která slepila jejich kůže dohromady , a on potom zamumlal","děkuju","a ona se kvůli tomu cítila zázračně šťastná . Chtěla","written","f","u","u","written","f"
"Na první pohled","celých těch šest dní , a já ti za to","děkuju",". Protože poprvé v životě jsem se opravdu cítila jako","written","f","u","u","written","f"
"Smluvní podmínky",". Alice se uklonila a prohlásila : „ Děkuji ,","děkuji",". Doufám , že se vám představení líbilo . Budu","written","f","i","i","written","f"
"Smluvní podmínky","si tohohle malého experimentu užila až na vrch hlavy ,","děkuju","pěkně . “ „ Tohle není experiment , ale dítě","written","f","u","u","written","f"
"Smluvní podmínky","ten malíček vyhrabat a podrbat ho za mě ? Předem","děkuju",", brácho . SMLUVNÍ PODMÍNKY VÍRY Když začnete ztrácet rozum","written","f","u","u","written","f"
"Smluvní podmínky","Už je mi dobře , Dougu . Ale moc ti","děkuju",". Za popovídání a vůbec za všechno . Tohle bylo","written","f","u","u","written","f"
"Smluvní podmínky","jaký na tu větu položila důraz . „ Ehm ,","děkuju",". “ Tu větu pronesla s takovým citem , že","written","f","u","u","written","f"
"Smluvní podmínky","užil , že mi to vystačí na zbytek života ,","děkuju","pěkně . Zkusím teď pravý opak — pokusím se sám","written","f","u","u","written","f"
"Smluvní podmínky","co víc můžu říct , než že Ti na stotisíckrát","děkuju",". Jednou jsi mi řekl , že život je dar","written","f","u","u","written","f"
"Smluvní podmínky","co pro mě udělal , jsem jeho dlužníkem . A","děkuju","také moudré a báječné Helen a všem úžasným lidem se","written","f","u","u","written","f"
"Bez naděje","batohu a usmála se . „ Vyřiďte rodičům , že","děkuju",". “ Prošla jsem kolem hloučku , který se už","written","f","u","u","written","f"
"Bez naděje","správnou chvíli na správným místě . “ „ No ,","děkuju","vám , že jste jí pomohl . Nechápu , proč","written","f","u","u","written","f"
"Bez naděje","obě víme , že to tak není . Takže ti","děkuju",", že seš tak tolerantní kamarádka . Že se nikdy","written","f","u","u","written","f"
"Bez naděje","to můžu jenom ... poděkovat . Takže , mami ,","děkuju",". Děkuju , žes mi zachránila život . “ To","written","f","u","u","written","f"
"Bez naděje","„ A ani nedokážu vyjmenovat , za co všechno ti","děkuju",". Žes mi dodal odvahu ptát se i ve chvíli","written","f","u","u","written","f"
"Bez naděje",", když tady pro sebe chceme navzájem být . A","děkuju","ti za to , žes mě po těch letech našel","written","f","u","u","written","f"
"Bez naděje","a políbila ho . „ Ale nejvíc ze všeho ti","děkuju",", žes mě tenkrát nechal nastoupit do toho auta ,","written","f","u","u","written","f"
"Bez naděje","jsem mu slíbit , že nikomu nepovím , jak mu","děkuju","za dárky . Nikdy bych ten slib neporušila , i","written","f","u","u","written","f"
"Brambory na vloupačku","aby muž viděl obsah kočárku . „ Hrozně moc vám","děkuju",". “ Pak kočárek znovu popadla , nasadila rukojeť a","written","f","u","u","written","f"
"Brambory na vloupačku","ačkoli jsem jí text posílala v neupravené podobě , dále","děkuji","Fredriku Ingelmanovi - Sundbergovi za to , že se textem","written","f","i","i","written","f"
"Brambory na vloupačku","Stjernströmové , Peteru Stjernströmovi a Lottě Jämtsvedové Millbergové . Zároveň","děkuji","Magdě Laurellové za zábavné návštěvy v pečovatelském domě Björkbackens servicehus","written","f","i","i","written","f"
"Už se nikdy nevrátí","předpokládám , četli . Nemusíte zvedat ruce . Ale přesto","děkuji",", vážím si toho . Děkuji , děkuji . Než","written","f","i","i","written","f"
"Už se nikdy nevrátí","Ale přesto děkuji , vážím si toho . Děkuji ,","děkuji",". Než začnu , kolik z vás je policistů ?","written","f","i","i","written","f"
"Už se nikdy nevrátí","že chce domů . “ „ Dobře . Moc ti","děkuju",". “ „ Řekni jí , prosím , ať mi","written","f","u","u","written","f"
"Už se nikdy nevrátí",". „ To bychom věděli . “ „ Děkuji ,","děkuji","moc . “ „ Není zač . Hezký den .","written","f","i","i","written","f"
"Už se nikdy nevrátí","jak se jen něco dozvím . “ „ Dobře ,","děkuju",". A poslyš . “ „ Ano ? “ „","written","f","u","u","written","f"
"Už se nikdy nevrátí","jste vedli sexuální život ? Náš sexuální život je ,","děkuji","mnohokrát , naprosto skvělý . To , že skočila do","written","f","i","i","written","f"
"Už se nikdy nevrátí","Mike se podíval na svou dceru a pak ústy naznačil","děkuju",". Nour zavrtěla hlavou . Není vůbec zač . „","written","f","u","u","written","f"
"Už se nikdy nevrátí","etiketu a ocenil značku zvednutým obočím . „ Tak mockrát","děkuju",". Je to úplně mimo , ale děkuju . Rád","written","f","u","u","written","f"
"Už se nikdy nevrátí","Tak mockrát děkuju . Je to úplně mimo , ale","děkuju",". Rád bych vás pozval dál , ale máme trochu","written","f","u","u","written","f"
"Už se nikdy nevrátí","„ Děkuju , “ zopakoval Gösta . „ To já","děkuju",". “ Mike zvedl ruku na pozdrav a odešel .","written","f","u","u","written","f"
"Už se nikdy nevrátí",", chápeš ? “ „ Ano , já vím ,","děkuju",". Promiň . “ „ Tvých tisíc nocí se chýlí","written","f","u","u","written","f"
"Už se nikdy nevrátí","lidí s jinými názory . Tady máš svou náhodu ,","děkuju","pěkně . “ „ Sakra , ty už jsi opilý","written","f","u","u","written","f"
"Dvanáct kmenů Hattiiných","zázraky , “ řekl Grist . „ Já už Pánubohu","děkuju","a velebím ho celou noc a celý ráno . Včera","written","f","u","u","written","f"
"Dvanáct kmenů Hattiiných","abychom si ji vypili ? “ „ Já postojím ,","děkuju",", “ řekla Hattie a hladila Ellu po zadečku .","written","f","u","u","written","f"
"Dvanáct kmenů Hattiiných","a také Michelle Hunevenová a Sonia Sanchezová . Paulu Hardingovi","děkuji","za podporu , za e-maily během temných nocí a za","written","f","i","i","written","f"
"Dvanáct kmenů Hattiiných","za to , že mi daly šanci . Marilynne Robinsonové","děkuji","za přátelství a za to , že mě naučila ,","written","f","i","i","written","f"
"Dvanáct kmenů Hattiiných","Scottová , Angela Flournoyová a Alexander Maksik — těmto třem","děkuji","za to , že byli poučenými čtenáři , a za","written","f","i","i","written","f"
"Stůj při mně","čaje a nechala ho na nočním stolku . Zašeptala jsem","děkuju",", ale nemohla jsem se pohnout , každý kousek mého","written","f","u","u","written","f"
"Stůj při mně","jako Flora , tak jako já . „ Spalo ,","děkuju",". Děkuju , že jsi mě u sebe nechala .","written","f","u","u","written","f"
"Stůj při mně","Děkuju , že jsi mě u sebe nechala . A","děkuju","za snídani . Zavolala jsem mámě , doufám , že","written","f","u","u","written","f"
"Stůj při mně","„ Samozřejmě že ti pomůžu . To je skvělé ,","děkuju",". “ Taková náhoda . Někdo se o mě staral","written","f","u","u","written","f"
"Stůj při mně","podíval se do její laskavé tváře . Chtěl jsem říct","děkuju",", ale nedostal jsem to ze sebe . Mohla mi","written","f","u","u","written","f"
"Stůj při mně","moc hezký . “ „ Dobře . Tak jo ,","děkuju",". “ Objala Shonu , rozloučila se s námi a","written","f","u","u","written","f"
"Stůj při mně",". „ To by jí moc pomohlo , Maisie ,","děkuju",", ale doktor už jí nohu obvázal . Můžeš jí","written","f","u","u","written","f"
"Stůj při mně","tě nějakou dobu neviděla . “ „ Moc dobře ,","děkuju",". Teď je to šílené , otevření galerie a všechno","written","f","u","u","written","f"
"Stůj při mně","schází dolů a Silke ji objímá a její ústa říkají","děkuju",". Je na čase , aby šla Maisie domů ,","written","f","u","u","written","f"
"Stůj při mně","„ Dáš si ještě čaj , Maisie ? Ano ,","děkuju",", Růžovko . Dám si koláček s marmeládou a hranolky","written","f","u","u","written","f"
"Stůj při mně","Dám si koláček s marmeládou a hranolky a popcorn ,","děkuju",". “ „ Tak . Co se děje ? “","written","f","u","u","written","f"
"Stůj při mně","obchodu Debenhams na další nákupy . Za vlastní peníze ,","děkuji","mnohokrát . Za hodinu jsem nakoupila všechny dárky , sice","written","f","i","i","written","f"
"Stůj při mně","povzbudivá slova , na která nikdy nezapomenu . A navždy","děkuji","tobě , mé větrné , temné , srdečné , komplikované","written","f","i","i","written","f"
"Procitnutí slečny Primové","zády již známý dětský hlas . „ Vím to a","děkuji","ti , mladý muži . Mimochodem , neměli byste zaklepat","written","f","i","i","written","f"
"Procitnutí slečny Primové","se zdvořile , aby prolomil ledy . „ Výborně ,","děkuji",", “ odpověděla knihovnice . „ Ale obávám se ,","written","f","i","i","written","f"
"Procitnutí slečny Primové",", aby jí otevřel dveře . „ Není třeba ,","děkuji",", “ odpověděla chladně . „ Chci se projít .","written","f","i","i","written","f"
"Procitnutí slečny Primové","sněžit . “ „ Jsem si toho zcela vědoma ,","děkuji",". “ „ Jste - li si toho zcela vědoma","written","f","i","i","written","f"
"Procitnutí slečny Primové","s ním . “ „ To nemám v úmyslu ,","děkuji",". “ „ Proč ne ? Bojíte se ? “","written","f","i","i","written","f"
"Procitnutí slečny Primové","? Nasnídala jste se dobře ? “ „ Výborně ,","děkuji",". Řekněte mi , proč jste to udělal ? “","written","f","i","i","written","f"
"Procitnutí slečny Primové","„ Cappuccino , signorina ? “ „ Ne , moc","děkuji",", Giovanni . Účet , per favore . “ Slečna","written","f","i","i","written","f"
"Nevěsta ve sněhu","Kouzelné slovíčko ? “ „ To kouzelné slovíčko je ‚","děkuji","‘ . Co kdybyste taky jednou poděkoval ? “ Marthaler","written","f","i","i","written","f"
"Nevěsta ve sněhu",". Hlavně mám radost z našich nových místností . Opravdu","děkuji",". Tak … a teď k těm nočním událostem :","written","f","i","i","written","f"
"Nevěsta ve sněhu","tohle není žádný dívčí penzionát . “ „ Ne ,","děkuji",", “ odpověděl Marthaler , „ Tereza hned přijde .","written","f","i","i","written","f"
"Nevěsta ve sněhu","„ Děkuji vám , pane hlavní komisaři . Mnohokrát vám","děkuji",". “ „ Tak , “ řekl Marthaler , už","written","f","i","i","written","f"
"Nevěsta ve sněhu","je to , co se mi nelíbí . Přesto vám","děkuji",". I já mám ale ještě poslední otázku , “","written","f","i","i","written","f"
"Kukuřičný město","se , že už ho nesundám . „ Vážně moc","děkuju",", Johnny , “ opakoval jsem . „ Páni ,","written","f","u","u","written","f"
"Kukuřičný město","medailonem se svatým Kazimierzem a řekl Johnnymu , že mu","děkuju",", ale že si snad nemyslí , že bude sedět","written","f","u","u","written","f"
"Kukuřičný město","Arms . „ Děkuju ti , svatej Kazimierzu . A","děkuju",", Robby . “ Louis , kterej se ve skutečnosti","written","f","u","u","written","f"
"Dívka s devíti parukami","se na něj . „ Nemůžu a nechci , ale","děkuju","ti za tenhle večer . “ Naposled ho líbám ,","written","f","u","u","written","f"
"Dívka s devíti parukami","vmáčkly dovnitř . „ Šampaňské ? “ „ Ne ,","děkuji",". Dám si rajčatový džus s citronem . “ Mezi","written","f","i","i","written","f"
"Zásnuby","v bílých rukavicích na mosazné klice . „ Ne ,","děkuji",". “ „ PJ už šel do práce , “","written","f","i","i","written","f"
"Zásnuby","si obličej do dlaní . „ To ti teda vážně","děkuju",", “ řekla Kate . „ Určitě se objeví ,","written","f","u","u","written","f"
"Zásnuby","sevřel jí ruku do obou dlaní . „ Mockrát vám","děkuju",", “ řekl . „ Neumíte si představit , co","written","f","u","u","written","f"
"Zásnuby","šodó , zatajila Delphine potěšeně dech . „ Mockrát ti","děkuju",", “ řekla Delphine Marie - Hélene a bylo jí","written","f","u","u","written","f"
"Zásnuby","pomyslela si , ale odpověděla pouze : „ Fajn ,","děkuju",". “ I přes svou nervozitu se zasmála . Kdyby","written","f","u","u","written","f"
"Zásnuby","než zalehnu . Chcete něco ? “ „ Ne ,","děkuju",", “ odpověděla . „ Asi už půjdu do postele","written","f","u","u","written","f"
"Zásnuby",". “ Kate zakroutila hlavou . „ I tak vám","děkuju",". Přeju pěkný víkend . “ Když se vrátila na","written","f","u","u","written","f"
"Zásnuby","Jenna Meulemansová , Maria Masseyová a Andrea Robinsonová . Nakonec","děkuji","také svému parťákovi z kanceláře Landonu Sullivanu Johannesenovi , který","written","f","i","i","written","f"
"Vraní dívka","osobní údaje , chcete je ? “ „ Ano ,","děkuju",". “ Hurtig si zapsal rodné číslo Martina Thelina a","written","f","u","u","written","f"
"Vraní dívka",", jestli jí může něco nabídnout . „ Ne ,","děkuju",". Nechci vás zbytečně zdržovat , tak radši hned začneme","written","f","u","u","written","f"
"Vraní dívka","„ Jsem sama psycholožka a mám potřebné kontakty . Ale","děkuju","vám za účast . “ „ Tak dobře ... Zavolám","written","f","u","u","written","f"
"Anonymní katolík","mluvit , ale vyhodit ho . “ Pochopil jsem ,","děkuji",". Normálně stavěný muž , odvážný a sebejistý , by","written","f","i","i","written","f"
"Anonymní katolík","před Vánoci a nosil jí dárek . Pokaždé řekla „","děkuji",", kmotře , “ a já se vždycky cítil jako","written","f","i","i","written","f"
"Anonymní katolík",". Nemohu si odpustit malou neformální řeč , v které","děkuji","tomu , který nás opouští , za to , v","written","f","i","i","written","f"
"Anonymní katolík","jsem vám vděčný . Za to vám z celého srdce","děkuji",". “ Zlomí se mi hlas . Nasadím světský úsměv","written","f","i","i","written","f"
"Anonymní katolík","pár dní od ní dostanu dopis : Můj milý ,","děkuji","ti za velmi příjemný oběd . Děkuji ti také za","written","f","i","i","written","f"
"Smrtná zima","sestra Lucy . „ Emmeline , Kane , oběma vám","děkuji",". Teď můžete jít . “ Spěchám si dozadu pro","written","f","i","i","written","f"
"Smrtná zima","samých krásných věcí a géniovi k tomu ) . Moc","děkuji","i Marcu Piquetteovi za jeho trpělivost stran jazykových úprav při","written","f","i","i","written","f"
"Zápisky z bunkru","na jeho místě bych prostě řekl díky , moc ti","děkuju",", žes mi zachránil život , a tím by to","written","f","u","u","written","f"
"Zápisky z bunkru","Pěkně ošklivý , “ zahihňala se . „ To ti","děkuju",". “ „ A taky pěkně smradlavý , “ dodala","written","f","u","u","written","f"
"Chtělo by to nový jména",", ty mě ale škrtí v podpaží . „ Moc","děkuju",", “ řeknu tý dámě , která mi podává moje","written","f","u","u","written","f"
"Chtělo by to nový jména","je to nádhera , a já na to , že","děkuju",". Pak se zeptá , ze který země jsem ,","written","f","u","u","written","f"
"Když je láska slepá","jasně , i čokoládu . “ „ Ne , mockrát","děkuju",", tu nemusíš . Brambůrky budou stačit . A Katie","written","f","u","u","written","f"
"Když je láska slepá","je to hinduismus ? Aha , tak to ne ,","děkuji",", dneska ne , zase až zítra . Asi tak","written","f","i","i","written","f"
"Když je láska slepá","jsem začala studovat . Mám toho až nad hlavu ,","děkuju","pěkně . Ale co ty , moje milá ? “","written","f","u","u","written","f"
"Když je láska slepá","líbá se s tebou . “ „ Tak to pěkně","děkuju",". Huso jedna pitomá . “ Chechtala se . Jenže","written","f","u","u","written","f"
"Když je láska slepá",", kdyby ses omezil jen na to nejnutnější , předem","děkuju",". “ Znovu mlčení . Pak řekl váhavě : „","written","f","u","u","written","f"
"Když je láska slepá","Majken ještě rychle poopravit . „ To vám teda pěkně","děkuju",", “ smál se Tom . „ To už jsem","written","f","u","u","written","f"
"Kniha vzpomínek","„ Je to moc hezká kniha , nádherně udělaná ,","děkuju",", “ říká zdvořile . Všichni tři ji následujeme do","written","f","u","u","written","f"
"Kniha vzpomínek","plavovlasé sestře . „ Moc ráda vás obě poznávám a","děkuju","vám , že se na nás nezlobíte , že jsme","written","f","u","u","written","f"
"Kniha vzpomínek","je pro mě neutuchajícím zdrojem síly a inspirace . Také","děkuji","Lauře Westové a Harriet Moorové z agentury David Higham ,","written","f","i","i","written","f"
"Kniha vzpomínek","činorodým dětem , které mě nabíjejí energií . A nakonec","děkuji","své mámě Dawn , které je tato knížka určena .","written","f","i","i","written","f"
"Rodinná čest",". „ Kafe ? “ „ Už jsem měla ,","děkuju",". “ V kanceláři bylo přetopeno . Don měl na","written","f","u","u","written","f"
"Rodinná čest","si ale do konce sezóny nezahraje . „ No ,","děkuju","vám , kluci . Hned za ním zajdu . Je","written","f","u","u","written","f"
"Rodinná čest","Takže sis myslela , že tě udám . Pěkně ti","děkuju",". Tomu se říká důvěra . “ „ Promiňte ,","written","f","u","u","written","f"
"Rodinná čest","jak dokázala , na ni křikla : „ Úplně ,","děkuju","! “ Konečně – po čtyřech hodinách chůze , jak","written","f","u","u","written","f"
"Rodinná čest","na policii . Platí ? “ „ Platí . A","děkuju","ti . “ Stiskla mu ruku , i když nijak","written","f","u","u","written","f"
"Rodinná čest",". „ Ne – asi ne . Ale stejně vám","děkuju",". “ Když dorazili k trenérčinu domu u jezera ,","written","f","u","u","written","f"
"Rodinná čest","„ Nechceš něco k jídlu ? “ „ Ne ,","děkuju","vám . Nespolkla bych ani sousto . Váš manžel ...","written","f","u","u","written","f"
"Rodinná čest","a za to , že nade mnou nezlomili hůl ,","děkuji","třem nenahraditelným redaktorům – Jackie Cantorové , Alu Zuckermanovi a","written","f","i","i","written","f"
"Samota","se něco ? “ „ Ne , ne . Mockrát","děkuji",", “ řekla . „ Mimochodem , mám pocit ,","written","f","i","i","written","f"
"Samota","chtěla vědět … No nic . Děkuji , stejně vám","děkuji",". “ „ A vous , madame . “ Cítila","written","f","i","i","written","f"
"Samota","křup . Ale Bruno skoro ani nestihne zamumlat dobře ,","děkuju",", protože zrovna v ten okamžik do hotelového baru vchází","written","f","u","u","written","f"
"Samota","úsměvu mu řekla : „ Ano , docela příjemný ,","děkuji",". “ No , tak to teda nebude jednoduché ,","written","f","i","i","written","f"
"Samota","se stmívalo . „ Tak , Jonáši , mockrát ti","děkuju","za pomoc . Jsem rád , že jsem tě poznal","written","f","u","u","written","f"
"Samota","bylo mi potěšením . “ „ Děkuju , sire ,","děkuju","za důvěru . Tahle cesta byla největším dobrodružstvím mého života","written","f","u","u","written","f"
"Samota","„ Díky , sire , “ řekl . „ Já","děkuju","tobě , Jonáši . Hodně štěstí . “ „ Hodně","written","f","u","u","written","f"
"Dívka z Ďáblova močálu","brzy . Základna tady u vás by byla skvělá a","děkuji","i za nabídku dobrovolníků , ale ty potřebovat nebudeme .","written","f","i","i","written","f"
"Dívka z Ďáblova močálu","„ Výslech je snad trochu příliš silné slovo , ale","děkuji","za pozvání . “ Adam Blixen - Agerskjold podťal ještě","written","f","i","i","written","f"
"Dívka z Ďáblova močálu","to s ní , ale řeč neztratila . Velice vám","děkuji",", a po chvíli ještě : Omlouvám se . Komisař","written","f","i","i","written","f"
"Dívka z Ďáblova močálu","před Bertou Steenholtovou . Šlehl po Komtese pohledem : Pěkně","děkuju",", drahoušku , přesně tohle jsem teď potřeboval . Odpověděla","written","f","u","u","written","f"
"Dívka z Ďáblova močálu","měla úplnou jistotu . To je jistě dobrý nápad ,","děkuju",". “ „ A pak mě na vás zaujala ještě","written","f","u","u","written","f"
"Tichá holka",". Jak vám to jde ? “ „ Dobře ,","děkuji",", “ odpověděla jsem . Byla to hezká dívka –","written","f","i","i","written","f"
"Tichá holka","dveřím . „ Pojď dál , zlatíčko . A tobě","děkuji",", Wando , že jsi ji přivedla . “ „","written","f","i","i","written","f"
"Tichá holka","Sundsvall , Östersund . “ „ Dobře , Gwennie ,","děkuji","ti . Posadíš se sem , prosím ? “ „","written","f","i","i","written","f"
"Tichá holka","řekla jsem a položila balíček na stůl . „ Mockrát","děkuji",". Opravdu se těším , až si ho rozbalím .","written","f","i","i","written","f"
"Tichá holka",". „ Ta je krásná , Billy . Mockrát ti","děkuji",". “ Billy se usmíval od ucha k uchu .","written","f","i","i","written","f"
"Tichá holka","vlastní peníze . “ „ No , opravdu ti velice","děkuji",", Billy . Kočky mám moc ráda , takže mám","written","f","i","i","written","f"
"Tichá holka","panenka přijít dnes do školy . “ „ Ano ,","děkuji","ti , Wando . Dnes jsi přivedla Venus do školy","written","f","i","i","written","f"
"Tichá holka","užili . Takže na mě . “ „ Tak ti","děkuji",". “ Natáhla jsem ruku a ukázala na jedno vejce","written","f","i","i","written","f"
"Tichá holka","“ S povzdechem jsem to vzdala . „ Dobře ,","děkuji","ti , že jsi Venus přivedla . Zatím nashledanou .","written","f","i","i","written","f"
"Tichá holka","to je všechno , co můžu říct , teď sbohem","děkuju","ti za ten úděl . Zasmála jsem se , když","written","f","u","u","written","f"
"V Mitfordu je nejlíp","nějak zorganizovat setkání , společnou večeři . “ „ Mockrát","děkuju",", otče . “ „ Ale abychom se vrátili k","written","f","u","u","written","f"
"V Mitfordu je nejlíp","do Múzy , nebo mě zastavte na Hlavní ulici ,","děkuji","vám . Cynthie ho poplácala po koleně . „ Náš","written","f","i","i","written","f"
"V Mitfordu je nejlíp","dobrá , Winnie . Jenom černou jako noc , a","děkuju",". “ Když vytahoval z obálky na třikrát složený lístek","written","f","u","u","written","f"
"V Mitfordu je nejlíp",". “ „ Ne , díky , Thomasi , a","děkuju","mockrát za kafe . Mám všecko , co potřebuju .","written","f","u","u","written","f"
"V Mitfordu je nejlíp","buďte tak hodná , “ řekl , „ a mockrát","děkuju",". “ Shirlene kroužila kolem jejich jediného zákazníka . „","written","f","u","u","written","f"
"V Mitfordu je nejlíp",". “ „ To bude mít manželka radost . Mockrát","děkuju",". “ Dvě stěny v místnosti pokrývaly knihovny . Po","written","f","u","u","written","f"
"V Mitfordu je nejlíp","úzkosti své . „ Pane uzdravování , Pane milosti ,","děkuji","ti za tvého služebníka Timothyho , kterého jsi vychoval ,","written","f","i","i","written","f"
"V Mitfordu je nejlíp","jsem tak POCTĚNA , že jste mě také zařadili –","děkuji","vám ! * V jedenáct třicet měl v pokladně 32","written","f","i","i","written","f"
"V Mitfordu je nejlíp","spoustu i pro Sammyho . A já vám za to","děkuju",". “ Nezmohl se na slovo , cítil jen s","written","f","u","u","written","f"
"V Mitfordu je nejlíp","„ Tak já vás nechám v klidu . A mockrát","děkuju","za vaši štědrost vůči nemocnici . Když jsme vás onehdy","written","f","u","u","written","f"
"V Mitfordu je nejlíp","pro vždy . Omlouvám se – za všechno . A","děkuju","vám za vše , co jste udělali . “ „","written","f","u","u","written","f"
"V Mitfordu je nejlíp","tolik , kvůli čemu bychom měli plakat , tak vám","děkuju",", že jste nám dal k tomu příležitost . Vaše","written","f","u","u","written","f"
"V Mitfordu je nejlíp",". Přesto měl mírný pocit viny . „ Ještě jednou","děkuju","za to , co děláte pro dětskou nemocnici . Zajeďte","written","f","u","u","written","f"
